"","GROUP","value","concept","variable","siteid","obs_value"
"3606","SEVERE_NO_ARDS_sup_49",25,"complication_class","Pulmonary embolism","site_07",10
"3607","ARDS_18_49",35,"complication_class","Respiratory complication ( excluding ARDS)","site_07",10
"3608","ARDS_sup_49",156,"complication_class","Respiratory complication ( excluding ARDS)","site_07",10
"3609","NO_SEVERE_18_49",160,"complication_class","Respiratory complication ( excluding ARDS)","site_07",10
"3610","NO_SEVERE_sup_49",617,"complication_class","Respiratory complication ( excluding ARDS)","site_07",10
"3611","SEVERE_NO_ARDS_18_49",68,"complication_class","Respiratory complication ( excluding ARDS)","site_07",10
"3612","SEVERE_NO_ARDS_sup_49",305,"complication_class","Respiratory complication ( excluding ARDS)","site_07",10
"3613","ARDS_sup_49",12,"complication_class","Stroke","site_07",10
"3614","NO_SEVERE_18_49",,"complication_class","Stroke","site_07",10
"3615","NO_SEVERE_sup_49",56,"complication_class","Stroke","site_07",10
"3616","SEVERE_NO_ARDS_18_49",10,"complication_class","Stroke","site_07",10
"3617","SEVERE_NO_ARDS_sup_49",48,"complication_class","Stroke","site_07",10
"3618","ARDS_18_49",,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_07",10
"3619","ARDS_sup_49",39,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_07",10
"3620","NO_SEVERE_18_49",,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_07",10
"3621","NO_SEVERE_sup_49",54,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_07",10
"3622","SEVERE_NO_ARDS_18_49",18,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_07",10
"3623","SEVERE_NO_ARDS_sup_49",62,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_07",10
"3624","ARDS_18_49",11,"complication_class","Acute kidney failure","site_08",5
"3625","ARDS_sup_49",91,"complication_class","Acute kidney failure","site_08",5
"3626","NO_SEVERE_18_49",,"complication_class","Acute kidney failure","site_08",5
"3627","NO_SEVERE_sup_49",67,"complication_class","Acute kidney failure","site_08",5
"3628","SEVERE_NO_ARDS_18_49",,"complication_class","Acute kidney failure","site_08",5
"3629","SEVERE_NO_ARDS_sup_49",25,"complication_class","Acute kidney failure","site_08",5
"3630","ARDS_18_49",,"complication_class","Arterial embolism and thrombosis","site_08",5
"3631","ARDS_sup_49",13,"complication_class","Arterial embolism and thrombosis","site_08",5
"3632","NO_SEVERE_sup_49",,"complication_class","Arterial embolism and thrombosis","site_08",5
"3633","SEVERE_NO_ARDS_sup_49",,"complication_class","Arterial embolism and thrombosis","site_08",5
"3634","ARDS_18_49",,"complication_class","Cardiac arrest","site_08",5
"3635","ARDS_sup_49",21,"complication_class","Cardiac arrest","site_08",5
"3636","SEVERE_NO_ARDS_sup_49",6,"complication_class","Cardiac arrest","site_08",5
"3637","ARDS_18_49",6,"complication_class","Cardiac complication","site_08",5
"3638","ARDS_sup_49",35,"complication_class","Cardiac complication","site_08",5
"3639","NO_SEVERE_18_49",6,"complication_class","Cardiac complication","site_08",5
"3640","NO_SEVERE_sup_49",53,"complication_class","Cardiac complication","site_08",5
"3641","SEVERE_NO_ARDS_18_49",,"complication_class","Cardiac complication","site_08",5
"3642","SEVERE_NO_ARDS_sup_49",23,"complication_class","Cardiac complication","site_08",5
"3643","ARDS_18_49",6,"complication_class","Cardiac: Rhythm/conduction disorder","site_08",5
"3644","ARDS_sup_49",73,"complication_class","Cardiac: Rhythm/conduction disorder","site_08",5
"3645","NO_SEVERE_18_49",,"complication_class","Cardiac: Rhythm/conduction disorder","site_08",5
"3646","NO_SEVERE_sup_49",81,"complication_class","Cardiac: Rhythm/conduction disorder","site_08",5
"3647","SEVERE_NO_ARDS_18_49",,"complication_class","Cardiac: Rhythm/conduction disorder","site_08",5
"3648","SEVERE_NO_ARDS_sup_49",25,"complication_class","Cardiac: Rhythm/conduction disorder","site_08",5
"3649","ARDS_18_49",14,"complication_class","Digestive complications","site_08",5
"3650","ARDS_sup_49",30,"complication_class","Digestive complications","site_08",5
"3651","NO_SEVERE_18_49",15,"complication_class","Digestive complications","site_08",5
"3652","NO_SEVERE_sup_49",63,"complication_class","Digestive complications","site_08",5
"3653","SEVERE_NO_ARDS_18_49",6,"complication_class","Digestive complications","site_08",5
"3654","SEVERE_NO_ARDS_sup_49",29,"complication_class","Digestive complications","site_08",5
"3655","ARDS_18_49",16,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_08",5
"3656","ARDS_sup_49",88,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_08",5
"3657","NO_SEVERE_18_49",10,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_08",5
"3658","NO_SEVERE_sup_49",98,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_08",5
"3659","SEVERE_NO_ARDS_18_49",6,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_08",5
"3660","SEVERE_NO_ARDS_sup_49",36,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_08",5
"3661","ARDS_18_49",17,"complication_class","Haematological disorders","site_08",5
"3662","ARDS_sup_49",78,"complication_class","Haematological disorders","site_08",5
"3663","NO_SEVERE_18_49",14,"complication_class","Haematological disorders","site_08",5
"3664","NO_SEVERE_sup_49",57,"complication_class","Haematological disorders","site_08",5
"3665","SEVERE_NO_ARDS_18_49",,"complication_class","Haematological disorders","site_08",5
"3666","SEVERE_NO_ARDS_sup_49",27,"complication_class","Haematological disorders","site_08",5
"3667","ARDS_18_49",6,"complication_class","Hemodynamic disorders","site_08",5
"3668","ARDS_sup_49",18,"complication_class","Hemodynamic disorders","site_08",5
"3669","NO_SEVERE_18_49",14,"complication_class","Hemodynamic disorders","site_08",5
"3670","NO_SEVERE_sup_49",82,"complication_class","Hemodynamic disorders","site_08",5
"3671","SEVERE_NO_ARDS_18_49",,"complication_class","Hemodynamic disorders","site_08",5
"3672","SEVERE_NO_ARDS_sup_49",21,"complication_class","Hemodynamic disorders","site_08",5
"3673","ARDS_18_49",,"complication_class","Inf: Aspergillosis","site_08",5
"3674","ARDS_sup_49",7,"complication_class","Inf: Aspergillosis","site_08",5
"3675","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Aspergillosis","site_08",5
"3676","ARDS_18_49",12,"complication_class","Inf: Bacterial infection","site_08",5
"3677","ARDS_sup_49",80,"complication_class","Inf: Bacterial infection","site_08",5
"3678","NO_SEVERE_18_49",,"complication_class","Inf: Bacterial infection","site_08",5
"3679","NO_SEVERE_sup_49",43,"complication_class","Inf: Bacterial infection","site_08",5
"3680","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Bacterial infection","site_08",5
"3681","SEVERE_NO_ARDS_sup_49",17,"complication_class","Inf: Bacterial infection","site_08",5
"3682","ARDS_18_49",,"complication_class","Inf: Bacterial intestinal infections","site_08",5
"3683","ARDS_sup_49",,"complication_class","Inf: Bacterial intestinal infections","site_08",5
"3684","NO_SEVERE_18_49",,"complication_class","Inf: Bacterial intestinal infections","site_08",5
"3685","NO_SEVERE_sup_49",31,"complication_class","Inf: Bacterial intestinal infections","site_08",5
"3686","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Bacterial intestinal infections","site_08",5
"3687","SEVERE_NO_ARDS_sup_49",5,"complication_class","Inf: Bacterial intestinal infections","site_08",5
"3688","ARDS_18_49",5,"complication_class","Inf: Candidiasis","site_08",5
"3689","ARDS_sup_49",12,"complication_class","Inf: Candidiasis","site_08",5
"3690","NO_SEVERE_18_49",,"complication_class","Inf: Candidiasis","site_08",5
"3691","NO_SEVERE_sup_49",10,"complication_class","Inf: Candidiasis","site_08",5
"3692","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Candidiasis","site_08",5
"3693","SEVERE_NO_ARDS_sup_49",15,"complication_class","Inf: Candidiasis","site_08",5
"3694","NO_SEVERE_18_49",,"complication_class","Inf: Others fungal infection","site_08",5
"3695","NO_SEVERE_sup_49",,"complication_class","Inf: Others fungal infection","site_08",5
"3696","ARDS_18_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_08",5
"3697","ARDS_sup_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_08",5
"3698","ARDS_18_49",12,"complication_class","Inf: Respiratory bacterial superinfection","site_08",5
"3699","ARDS_sup_49",73,"complication_class","Inf: Respiratory bacterial superinfection","site_08",5
"3700","NO_SEVERE_18_49",6,"complication_class","Inf: Respiratory bacterial superinfection","site_08",5
"3701","NO_SEVERE_sup_49",46,"complication_class","Inf: Respiratory bacterial superinfection","site_08",5
"3702","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Respiratory bacterial superinfection","site_08",5
"3703","SEVERE_NO_ARDS_sup_49",25,"complication_class","Inf: Respiratory bacterial superinfection","site_08",5
"3704","ARDS_18_49",,"complication_class","Inf: Streptococcal sepsis","site_08",5
"3705","ARDS_sup_49",10,"complication_class","Inf: Streptococcal sepsis","site_08",5
"3706","NO_SEVERE_sup_49",,"complication_class","Inf: Streptococcal sepsis","site_08",5
"3707","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Streptococcal sepsis","site_08",5
"3708","ARDS_sup_49",5,"complication_class","Inf: Viral reactivation","site_08",5
"3709","NO_SEVERE_18_49",,"complication_class","Inf: Viral reactivation","site_08",5
"3710","NO_SEVERE_sup_49",5,"complication_class","Inf: Viral reactivation","site_08",5
"3711","ARDS_18_49",13,"complication_class","Pressure ulcer","site_08",5
"3712","ARDS_sup_49",70,"complication_class","Pressure ulcer","site_08",5
"3713","NO_SEVERE_18_49",,"complication_class","Pressure ulcer","site_08",5
"3714","NO_SEVERE_sup_49",19,"complication_class","Pressure ulcer","site_08",5
"3715","SEVERE_NO_ARDS_sup_49",18,"complication_class","Pressure ulcer","site_08",5
"3716","ARDS_18_49",6,"complication_class","Pulmonary embolism","site_08",5
"3717","ARDS_sup_49",28,"complication_class","Pulmonary embolism","site_08",5
"3718","NO_SEVERE_18_49",,"complication_class","Pulmonary embolism","site_08",5
"3719","NO_SEVERE_sup_49",20,"complication_class","Pulmonary embolism","site_08",5
"3720","SEVERE_NO_ARDS_18_49",,"complication_class","Pulmonary embolism","site_08",5
"3721","SEVERE_NO_ARDS_sup_49",7,"complication_class","Pulmonary embolism","site_08",5
"3722","ARDS_18_49",20,"complication_class","Respiratory complication ( excluding ARDS)","site_08",5
"3723","ARDS_sup_49",94,"complication_class","Respiratory complication ( excluding ARDS)","site_08",5
"3724","NO_SEVERE_18_49",25,"complication_class","Respiratory complication ( excluding ARDS)","site_08",5
"3725","NO_SEVERE_sup_49",170,"complication_class","Respiratory complication ( excluding ARDS)","site_08",5
"3726","SEVERE_NO_ARDS_18_49",6,"complication_class","Respiratory complication ( excluding ARDS)","site_08",5
"3727","SEVERE_NO_ARDS_sup_49",47,"complication_class","Respiratory complication ( excluding ARDS)","site_08",5
"3728","ARDS_sup_49",12,"complication_class","Stroke","site_08",5
"3729","NO_SEVERE_sup_49",11,"complication_class","Stroke","site_08",5
"3730","SEVERE_NO_ARDS_sup_49",5,"complication_class","Stroke","site_08",5
"3731","ARDS_18_49",,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_08",5
"3732","ARDS_sup_49",8,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_08",5
"3733","NO_SEVERE_18_49",,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_08",5
"3734","NO_SEVERE_sup_49",8,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_08",5
"3735","SEVERE_NO_ARDS_sup_49",5,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_08",5
"3736","ARDS_18_49",42,"complication_class","Acute kidney failure","site_09",10
"3737","ARDS_sup_49",190,"complication_class","Acute kidney failure","site_09",10
"3738","NO_SEVERE_18_49",40,"complication_class","Acute kidney failure","site_09",10
"3739","NO_SEVERE_sup_49",240,"complication_class","Acute kidney failure","site_09",10
"3740","SEVERE_NO_ARDS_18_49",11,"complication_class","Acute kidney failure","site_09",10
"3741","SEVERE_NO_ARDS_sup_49",58,"complication_class","Acute kidney failure","site_09",10
"3742","ARDS_18_49",,"complication_class","Arterial embolism and thrombosis","site_09",10
"3743","ARDS_sup_49",,"complication_class","Arterial embolism and thrombosis","site_09",10
"3744","NO_SEVERE_18_49",,"complication_class","Arterial embolism and thrombosis","site_09",10
"3745","NO_SEVERE_sup_49",,"complication_class","Arterial embolism and thrombosis","site_09",10
"3746","SEVERE_NO_ARDS_sup_49",,"complication_class","Arterial embolism and thrombosis","site_09",10
"3747","ARDS_18_49",,"complication_class","Cardiac arrest","site_09",10
"3748","ARDS_sup_49",23,"complication_class","Cardiac arrest","site_09",10
"3749","NO_SEVERE_sup_49",,"complication_class","Cardiac arrest","site_09",10
"3750","SEVERE_NO_ARDS_sup_49",,"complication_class","Cardiac arrest","site_09",10
"3751","ARDS_18_49",18,"complication_class","Cardiac complication","site_09",10
"3752","ARDS_sup_49",115,"complication_class","Cardiac complication","site_09",10
"3753","NO_SEVERE_18_49",35,"complication_class","Cardiac complication","site_09",10
"3754","NO_SEVERE_sup_49",210,"complication_class","Cardiac complication","site_09",10
"3755","SEVERE_NO_ARDS_18_49",,"complication_class","Cardiac complication","site_09",10
"3756","SEVERE_NO_ARDS_sup_49",56,"complication_class","Cardiac complication","site_09",10
"3757","ARDS_18_49",22,"complication_class","Cardiac: Rhythm/conduction disorder","site_09",10
"3758","ARDS_sup_49",164,"complication_class","Cardiac: Rhythm/conduction disorder","site_09",10
"3759","NO_SEVERE_18_49",49,"complication_class","Cardiac: Rhythm/conduction disorder","site_09",10
"3760","NO_SEVERE_sup_49",269,"complication_class","Cardiac: Rhythm/conduction disorder","site_09",10
"3761","SEVERE_NO_ARDS_18_49",,"complication_class","Cardiac: Rhythm/conduction disorder","site_09",10
"3762","SEVERE_NO_ARDS_sup_49",65,"complication_class","Cardiac: Rhythm/conduction disorder","site_09",10
"3763","ARDS_18_49",46,"complication_class","Digestive complications","site_09",10
"3764","ARDS_sup_49",161,"complication_class","Digestive complications","site_09",10
"3765","NO_SEVERE_18_49",221,"complication_class","Digestive complications","site_09",10
"3766","NO_SEVERE_sup_49",436,"complication_class","Digestive complications","site_09",10
"3767","SEVERE_NO_ARDS_18_49",22,"complication_class","Digestive complications","site_09",10
"3768","SEVERE_NO_ARDS_sup_49",81,"complication_class","Digestive complications","site_09",10
"3769","ARDS_18_49",50,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_09",10
"3770","ARDS_sup_49",224,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_09",10
"3771","NO_SEVERE_18_49",69,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_09",10
"3772","NO_SEVERE_sup_49",300,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_09",10
"3773","SEVERE_NO_ARDS_18_49",19,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_09",10
"3774","SEVERE_NO_ARDS_sup_49",82,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_09",10
"3775","ARDS_18_49",39,"complication_class","Haematological disorders","site_09",10
"3776","ARDS_sup_49",140,"complication_class","Haematological disorders","site_09",10
"3777","NO_SEVERE_18_49",78,"complication_class","Haematological disorders","site_09",10
"3778","NO_SEVERE_sup_49",195,"complication_class","Haematological disorders","site_09",10
"3779","SEVERE_NO_ARDS_18_49",14,"complication_class","Haematological disorders","site_09",10
"3780","SEVERE_NO_ARDS_sup_49",59,"complication_class","Haematological disorders","site_09",10
"3781","ARDS_18_49",32,"complication_class","Hemodynamic disorders","site_09",10
"3782","ARDS_sup_49",138,"complication_class","Hemodynamic disorders","site_09",10
"3783","NO_SEVERE_18_49",87,"complication_class","Hemodynamic disorders","site_09",10
"3784","NO_SEVERE_sup_49",228,"complication_class","Hemodynamic disorders","site_09",10
"3785","SEVERE_NO_ARDS_18_49",15,"complication_class","Hemodynamic disorders","site_09",10
"3786","SEVERE_NO_ARDS_sup_49",52,"complication_class","Hemodynamic disorders","site_09",10
"3787","ARDS_18_49",,"complication_class","Inf: Aspergillosis","site_09",10
"3788","ARDS_sup_49",,"complication_class","Inf: Aspergillosis","site_09",10
"3789","NO_SEVERE_18_49",,"complication_class","Inf: Aspergillosis","site_09",10
"3790","NO_SEVERE_sup_49",,"complication_class","Inf: Aspergillosis","site_09",10
"3791","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Aspergillosis","site_09",10
"3792","ARDS_18_49",40,"complication_class","Inf: Bacterial infection","site_09",10
"3793","ARDS_sup_49",176,"complication_class","Inf: Bacterial infection","site_09",10
"3794","NO_SEVERE_18_49",54,"complication_class","Inf: Bacterial infection","site_09",10
"3795","NO_SEVERE_sup_49",147,"complication_class","Inf: Bacterial infection","site_09",10
"3796","SEVERE_NO_ARDS_18_49",19,"complication_class","Inf: Bacterial infection","site_09",10
"3797","SEVERE_NO_ARDS_sup_49",51,"complication_class","Inf: Bacterial infection","site_09",10
"3798","ARDS_18_49",,"complication_class","Inf: Bacterial intestinal infections","site_09",10
"3799","ARDS_sup_49",10,"complication_class","Inf: Bacterial intestinal infections","site_09",10
"3800","NO_SEVERE_18_49",10,"complication_class","Inf: Bacterial intestinal infections","site_09",10
"3801","NO_SEVERE_sup_49",31,"complication_class","Inf: Bacterial intestinal infections","site_09",10
"3802","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Bacterial intestinal infections","site_09",10
"3803","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Bacterial intestinal infections","site_09",10
"3804","ARDS_18_49",,"complication_class","Inf: Candidiasis","site_09",10
"3805","ARDS_sup_49",29,"complication_class","Inf: Candidiasis","site_09",10
"3806","NO_SEVERE_18_49",,"complication_class","Inf: Candidiasis","site_09",10
"3807","NO_SEVERE_sup_49",18,"complication_class","Inf: Candidiasis","site_09",10
"3808","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Candidiasis","site_09",10
"3809","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Candidiasis","site_09",10
"3810","ARDS_18_49",,"complication_class","Inf: Others fungal infection","site_09",10
"3811","ARDS_sup_49",,"complication_class","Inf: Others fungal infection","site_09",10
"3812","NO_SEVERE_18_49",,"complication_class","Inf: Others fungal infection","site_09",10
"3813","NO_SEVERE_sup_49",,"complication_class","Inf: Others fungal infection","site_09",10
"3814","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Others fungal infection","site_09",10
"3815","ARDS_18_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_09",10
"3816","ARDS_sup_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_09",10
"3817","NO_SEVERE_sup_49",,"complication_class","Inf: Pneumonia due to Streptococcus pneumoniae","site_09",10
"3818","ARDS_18_49",37,"complication_class","Inf: Respiratory bacterial superinfection","site_09",10
"3819","ARDS_sup_49",133,"complication_class","Inf: Respiratory bacterial superinfection","site_09",10
"3820","NO_SEVERE_18_49",35,"complication_class","Inf: Respiratory bacterial superinfection","site_09",10
"3821","NO_SEVERE_sup_49",155,"complication_class","Inf: Respiratory bacterial superinfection","site_09",10
"3822","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Respiratory bacterial superinfection","site_09",10
"3823","SEVERE_NO_ARDS_sup_49",30,"complication_class","Inf: Respiratory bacterial superinfection","site_09",10
"3824","ARDS_18_49",,"complication_class","Inf: Streptococcal sepsis","site_09",10
"3825","NO_SEVERE_sup_49",,"complication_class","Inf: Streptococcal sepsis","site_09",10
"3826","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Streptococcal sepsis","site_09",10
"3827","ARDS_sup_49",12,"complication_class","Inf: Viral reactivation","site_09",10
"3828","NO_SEVERE_18_49",,"complication_class","Inf: Viral reactivation","site_09",10
"3829","NO_SEVERE_sup_49",12,"complication_class","Inf: Viral reactivation","site_09",10
"3830","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Viral reactivation","site_09",10
"3831","SEVERE_NO_ARDS_sup_49",,"complication_class","Inf: Viral reactivation","site_09",10
"3832","ARDS_18_49",,"complication_class","Pressure ulcer","site_09",10
"3833","ARDS_sup_49",41,"complication_class","Pressure ulcer","site_09",10
"3834","NO_SEVERE_18_49",,"complication_class","Pressure ulcer","site_09",10
"3835","NO_SEVERE_sup_49",51,"complication_class","Pressure ulcer","site_09",10
"3836","SEVERE_NO_ARDS_18_49",,"complication_class","Pressure ulcer","site_09",10
"3837","SEVERE_NO_ARDS_sup_49",,"complication_class","Pressure ulcer","site_09",10
"3838","ARDS_18_49",14,"complication_class","Pulmonary embolism","site_09",10
"3839","ARDS_sup_49",39,"complication_class","Pulmonary embolism","site_09",10
"3840","NO_SEVERE_18_49",10,"complication_class","Pulmonary embolism","site_09",10
"3841","NO_SEVERE_sup_49",37,"complication_class","Pulmonary embolism","site_09",10
"3842","SEVERE_NO_ARDS_18_49",,"complication_class","Pulmonary embolism","site_09",10
"3843","SEVERE_NO_ARDS_sup_49",10,"complication_class","Pulmonary embolism","site_09",10
"3844","ARDS_18_49",60,"complication_class","Respiratory complication ( excluding ARDS)","site_09",10
"3845","ARDS_sup_49",246,"complication_class","Respiratory complication ( excluding ARDS)","site_09",10
"3846","NO_SEVERE_18_49",107,"complication_class","Respiratory complication ( excluding ARDS)","site_09",10
"3847","NO_SEVERE_sup_49",410,"complication_class","Respiratory complication ( excluding ARDS)","site_09",10
"3848","SEVERE_NO_ARDS_18_49",25,"complication_class","Respiratory complication ( excluding ARDS)","site_09",10
"3849","SEVERE_NO_ARDS_sup_49",97,"complication_class","Respiratory complication ( excluding ARDS)","site_09",10
"3850","ARDS_18_49",,"complication_class","Stroke","site_09",10
"3851","ARDS_sup_49",24,"complication_class","Stroke","site_09",10
"3852","NO_SEVERE_18_49",,"complication_class","Stroke","site_09",10
"3853","NO_SEVERE_sup_49",41,"complication_class","Stroke","site_09",10
"3854","SEVERE_NO_ARDS_18_49",,"complication_class","Stroke","site_09",10
"3855","SEVERE_NO_ARDS_sup_49",11,"complication_class","Stroke","site_09",10
"3856","ARDS_18_49",17,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_09",10
"3857","ARDS_sup_49",48,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_09",10
"3858","NO_SEVERE_18_49",14,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_09",10
"3859","NO_SEVERE_sup_49",42,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_09",10
"3860","SEVERE_NO_ARDS_18_49",,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_09",10
"3861","SEVERE_NO_ARDS_sup_49",17,"complication_class","Vascu : Phlebitis and thrombophlebitis","site_09",10
"3862","ARDS_18_49",5,"complication_class","Acute kidney failure","site_10",3
"3863","ARDS_sup_49",19,"complication_class","Acute kidney failure","site_10",3
"3864","NO_SEVERE_18_49",34,"complication_class","Acute kidney failure","site_10",3
"3865","NO_SEVERE_sup_49",291,"complication_class","Acute kidney failure","site_10",3
"3866","SEVERE_NO_ARDS_18_49",41,"complication_class","Acute kidney failure","site_10",3
"3867","SEVERE_NO_ARDS_sup_49",209,"complication_class","Acute kidney failure","site_10",3
"3868","ARDS_18_49",,"complication_class","Arterial embolism and thrombosis","site_10",3
"3869","ARDS_sup_49",7,"complication_class","Arterial embolism and thrombosis","site_10",3
"3870","NO_SEVERE_18_49",,"complication_class","Arterial embolism and thrombosis","site_10",3
"3871","NO_SEVERE_sup_49",8,"complication_class","Arterial embolism and thrombosis","site_10",3
"3872","SEVERE_NO_ARDS_18_49",6,"complication_class","Arterial embolism and thrombosis","site_10",3
"3873","SEVERE_NO_ARDS_sup_49",27,"complication_class","Arterial embolism and thrombosis","site_10",3
"3874","ARDS_18_49",3,"complication_class","Cardiac arrest","site_10",3
"3875","ARDS_sup_49",3,"complication_class","Cardiac arrest","site_10",3
"3876","NO_SEVERE_sup_49",,"complication_class","Cardiac arrest","site_10",3
"3877","SEVERE_NO_ARDS_18_49",8,"complication_class","Cardiac arrest","site_10",3
"3878","SEVERE_NO_ARDS_sup_49",41,"complication_class","Cardiac arrest","site_10",3
"3879","ARDS_18_49",13,"complication_class","Cardiac complication","site_10",3
"3880","ARDS_sup_49",26,"complication_class","Cardiac complication","site_10",3
"3881","NO_SEVERE_18_49",54,"complication_class","Cardiac complication","site_10",3
"3882","NO_SEVERE_sup_49",371,"complication_class","Cardiac complication","site_10",3
"3883","SEVERE_NO_ARDS_18_49",51,"complication_class","Cardiac complication","site_10",3
"3884","SEVERE_NO_ARDS_sup_49",323,"complication_class","Cardiac complication","site_10",3
"3885","ARDS_18_49",6,"complication_class","Cardiac: Rhythm/conduction disorder","site_10",3
"3886","ARDS_sup_49",21,"complication_class","Cardiac: Rhythm/conduction disorder","site_10",3
"3887","NO_SEVERE_18_49",28,"complication_class","Cardiac: Rhythm/conduction disorder","site_10",3
"3888","NO_SEVERE_sup_49",336,"complication_class","Cardiac: Rhythm/conduction disorder","site_10",3
"3889","SEVERE_NO_ARDS_18_49",33,"complication_class","Cardiac: Rhythm/conduction disorder","site_10",3
"3890","SEVERE_NO_ARDS_sup_49",298,"complication_class","Cardiac: Rhythm/conduction disorder","site_10",3
"3891","ARDS_18_49",5,"complication_class","Digestive complications","site_10",3
"3892","ARDS_sup_49",17,"complication_class","Digestive complications","site_10",3
"3893","NO_SEVERE_18_49",169,"complication_class","Digestive complications","site_10",3
"3894","NO_SEVERE_sup_49",393,"complication_class","Digestive complications","site_10",3
"3895","SEVERE_NO_ARDS_18_49",103,"complication_class","Digestive complications","site_10",3
"3896","SEVERE_NO_ARDS_sup_49",233,"complication_class","Digestive complications","site_10",3
"3897","ARDS_18_49",7,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_10",3
"3898","ARDS_sup_49",18,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_10",3
"3899","NO_SEVERE_18_49",81,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_10",3
"3900","NO_SEVERE_sup_49",367,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_10",3
"3901","SEVERE_NO_ARDS_18_49",71,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_10",3
"3902","SEVERE_NO_ARDS_sup_49",277,"complication_class","Disorders of fluid, electrolyte and acid-base balance","site_10",3
"3903","ARDS_18_49",,"complication_class","Haematological disorders","site_10",3
"3904","ARDS_sup_49",6,"complication_class","Haematological disorders","site_10",3
"3905","NO_SEVERE_18_49",29,"complication_class","Haematological disorders","site_10",3
"3906","NO_SEVERE_sup_49",107,"complication_class","Haematological disorders","site_10",3
"3907","SEVERE_NO_ARDS_18_49",39,"complication_class","Haematological disorders","site_10",3
"3908","SEVERE_NO_ARDS_sup_49",75,"complication_class","Haematological disorders","site_10",3
"3909","ARDS_18_49",4,"complication_class","Hemodynamic disorders","site_10",3
"3910","ARDS_sup_49",13,"complication_class","Hemodynamic disorders","site_10",3
"3911","NO_SEVERE_18_49",49,"complication_class","Hemodynamic disorders","site_10",3
"3912","NO_SEVERE_sup_49",166,"complication_class","Hemodynamic disorders","site_10",3
"3913","SEVERE_NO_ARDS_18_49",42,"complication_class","Hemodynamic disorders","site_10",3
"3914","SEVERE_NO_ARDS_sup_49",139,"complication_class","Hemodynamic disorders","site_10",3
"3915","ARDS_sup_49",,"complication_class","Inf: Aspergillosis","site_10",3
"3916","NO_SEVERE_sup_49",,"complication_class","Inf: Aspergillosis","site_10",3
"3917","SEVERE_NO_ARDS_18_49",,"complication_class","Inf: Aspergillosis","site_10",3
"3918","SEVERE_NO_ARDS_sup_49",4,"complication_class","Inf: Aspergillosis","site_10",3
"3919","ARDS_18_49",8,"complication_class","Inf: Bacterial infection","site_10",3
"3920","ARDS_sup_49",22,"complication_class","Inf: Bacterial infection","site_10",3
